geneID	proteinID	ARO	taxon	weight
AAP03063.1	gb|AAP03063.1|ARO:3001105|SHV-48	ARO:3001105	Klebsiella pneumoniae	1
AAN05028.1	gb|AAN05028.1|ARO:3000941|TEM-75	ARO:3000941	Klebsiella pneumoniae	1
BAF36388.1	gb|BAF36388.1|ARO:3002048|CMY-37	ARO:3002048	Citrobacter freundii	1
CAQ03507.1	gb|CAQ03507.1|ARO:3001156|SHV-107	ARO:3001156	Klebsiella pneumoniae	1
CAD91132.1	gb|CAD91132.1|ARO:3002839|lnuF	ARO:3002839	Escherichia coli	1
ACA30419.1	gb|ACA30419.1|ARO:3002186|MOX-3	ARO:3002186	Aeromonas sp. HCUZ 2422275	1
ADD80743.1	gb|ADD80743.1|ARO:3002368|PER-6	ARO:3002368	Aeromonas allosaccharophila	1
CAA55007.1	gb|CAA55007.1|ARO:3001857|LAT-1	ARO:3001857	Klebsiella pneumoniae	1
ABZ81086.1	gb|ABZ81086.1|ARO:3001829|ACT-4	ARO:3001829	Enterobacter asburiae	1
AEQ73521.1	gb|AEQ73521.1|ARO:3001806|OXA-224	ARO:3001806	Pseudomonas aeruginosa	1
AHG97174.1	gb|AHG97174.1|ARO:3003011|dfrA10	ARO:3003011	Klebsiella pneumoniae	1
AAP97129.1	gb|AAP97129.1|ARO:3003104|cphA8	ARO:3003104	Aeromonas sobria	1
ACA34904.1	gb|ACA34904.1|ARO:3002374|VEB-6	ARO:3002374	Proteus mirabilis	1
CAA68516.1	gb|CAA68516.1|ARO:3002657|APH(6)-Ia	ARO:3002657	Streptomyces griseus	1
ACV32310.1	gb|ACV32310.1|ARO:3002060|CMY-49	ARO:3002060	Citrobacter freundii	1
AEM66528.1	gb|AEM66528.1|ARO:3001809|OXA-209	ARO:3001809	Riemerella anatipestifer	1
AAN05031.1	gb|AAN05031.1|ARO:3002472|LEN-4	ARO:3002472	Klebsiella pneumoniae	1
AGZ20169.1	gb|AGZ20169.1|ARO:3002120|CMY-108	ARO:3002120	Escherichia coli	1
AFU25650.1	gb|AFU25650.1|ARO:3001834|ACT-12	ARO:3001834	Enterobacter cloacae	1
AAD51344.1	gb|AAD51344.1|ARO:3003051|smeA	ARO:3003051	Stenotrophomonas maltophilia	1
ADU33193.1	gb|ADU33193.1|ARO:3002708|QnrA2	ARO:3002708	Shewanella algae	1
AIY30332.1	gb|AIY30332.1|ARO:3003161|OXA-423	ARO:3003161	Acinetobacter baumannii	1
AAS92558.1	gb|AAS92558.1|ARO:3002381|SME-3	ARO:3002381	Serratia marcescens	1
AGL43625.1	gb|AGL43625.1|ARO:3002776|QnrB64	ARO:3002776	Citrobacter freundii	1
AFG73659.1	gb|AFG73659.1|ARO:3002219|IMP-28	ARO:3002219	Klebsiella oxytoca	1
AFK80349.1	gb|AFK80349.1|ARO:3002354|NDM-3	ARO:3002354	Escherichia coli	1
CBB16411.1	gb|CBB16411.1|ARO:3002056|CMY-45	ARO:3002056	Proteus mirabilis	1
AAG23871.1	gb|AAG23871.1|ARO:3001427|OXA-33	ARO:3001427	Pseudomonas aeruginosa	1
AAC78336.1	gb|AAC78336.1|ARO:3002826|EreA2	ARO:3002826	Providencia stuartii	1
AAF86220.1	gb|AAF86220.1|ARO:3002844|vatE	ARO:3002844	Enterococcus faecium	1
ABC54571.1	gb|ABC54571.1|ARO:3001139|SHV-85	ARO:3001139	Klebsiella pneumoniae	1
AEZ49857.1	gb|AEZ49857.1|ARO:3002302|VIM-32	ARO:3002302	Klebsiella oxytoca	1
AEN75249.1	gb|AEN75249.1|ARO:3002229|IMP-38	ARO:3002229	Klebsiella pneumoniae	1
ABM54870.1	gb|ABM54870.1|ARO:3001026|TEM-160	ARO:3001026	Proteus mirabilis	1
AAL20537.1	gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa	ARO:3002571	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1
AAP41944.1	gb|AAP41944.1|ARO:3001108|SHV-51	ARO:3001108	Klebsiella pneumoniae	1
ACR22829.1	gb|ACR22829.1|ARO:3001034|TEM-168	ARO:3001034	Escherichia coli	1
CAI29263.1	gb|CAI29263.1|ARO:3000994|TEM-130	ARO:3000994	Klebsiella pneumoniae	1
ABF50983.1	gb|ABF50983.1|ARO:3001437|OXA-67	ARO:3001437	Acinetobacter baumannii	1
AAL29433.1	gb|AAL29433.1|ARO:3000948|TEM-81	ARO:3000948	Escherichia coli	1
CCJ32597.1	gb|CCJ32597.1|ARO:3001674|OXA-249	ARO:3001674	Acinetobacter baumannii	1
AFQ32277.1	gb|AFQ32277.1|ARO:3001344|SHV-143	ARO:3001344	Klebsiella pneumoniae	1
WP_063864594.1	gb|WP_063864594.1|ARO:3002367|PER-5	ARO:3002367	Providencia rettgeri	1
CAH03679.1	gb|CAH03679.1|ARO:3002027|CMY-16	ARO:3002027	Proteus mirabilis	1
AIZ00987.1	gb|AIZ00987.1|ARO:3003117|OXA-421	ARO:3003117	Acinetobacter pittii	1
AAK58421.1	gb|AAK58421.1|ARO:3002331|GES-2	ARO:3002331	Pseudomonas aeruginosa	1
ABX71158.1	gb|ABX71158.1|ARO:3001153|SHV-104	ARO:3001153	Klebsiella pneumoniae	1
AAC14728.1	gb|AAC14728.1|ARO:3002603|aadA3	ARO:3002603	Plasmid NR79	1
AIA09786.1	gb|AIA09786.1|ARO:3000861|rmtC	ARO:3000861	Pseudomonas aeruginosa	1
AFU25647.1	gb|AFU25647.1|ARO:3001836|ACT-14	ARO:3001836	Enterobacter cloacae	1
CAH35803.1	gb|CAH35803.1|ARO:3002982|amrA	ARO:3002982	Burkholderia pseudomallei K96243	1
ABB72431.1	gb|ABB72431.1|ARO:3002033|CMY-22	ARO:3002033	Escherichia coli	1
EOD99669.1	gb|EOD99669.1|ARO:3002875|dfrE	ARO:3002875	Enterococcus faecalis EnGen0074	1
CCF55073.1	gb|CCF55073.1|ARO:3003205|Erm(43)	ARO:3003205	Mammaliicoccus lentus	1
AAC32025.1	gb|AAC32025.1|ARO:3002650|APH(3')-Vb	ARO:3002650	Streptomyces ribosidificus	1
AAF86219.1	gb|AAF86219.1|ARO:3000375|ErmB	ARO:3000375	Enterococcus faecium	1
AAD51348.1	gb|AAD51348.1|ARO:3003066|smeR	ARO:3003066	Stenotrophomonas maltophilia	1
AAW81358.1	gb|AAW81358.1|ARO:3001645|OXA-78	ARO:3001645	Acinetobacter baumannii	1
AAS68233.1	gb|AAS68233.1|ARO:3000391|norA	ARO:3000391	Staphylococcus epidermidis	1
AEK80394.1	gb|AEK80394.1|ARO:3001182|SHV-140	ARO:3001182	Klebsiella pneumoniae	1
ABC94518.1	gb|ABC94518.1|ARO:3002283|VIM-13	ARO:3002283	Pseudomonas aeruginosa	1
CEA29750.1	gb|CEA29750.1|ARO:3003154|SHV-187	ARO:3003154	Klebsiella pneumoniae	1
AAD44693.1	gb|AAD44693.1|ARO:3000816|mtrA	ARO:3000816	Neisseria gonorrhoeae	1
CAP12360.2	gb|CAP12360.2|ARO:3002453|OKP-B-20	ARO:3002453	Klebsiella pneumoniae	1
AAU10334.1	gb|AAU10334.1|ARO:3002628|aad(6)	ARO:3002628	Streptococcus oralis	1
BAD90119.1	gb|BAD90119.1|ARO:3001924|CTX-M-63	ARO:3001924	Klebsiella pneumoniae	1
ABV66096.1	gb|ABV66096.1|ARO:3002731|QnrB16	ARO:3002731	Citrobacter freundii	1
AHM76777.1	gb|AHM76777.1|ARO:3001839|ACT-18	ARO:3001839	Enterobacter cloacae	1
AAP08996.1	gb|AAP08996.1|ARO:3000172|FosB	ARO:3000172	Bacillus cereus ATCC 14579	1
ADV41666.1	gb|ADV41666.1|ARO:3001475|OXA-183	ARO:3001475	Pseudomonas aeruginosa	1
AEO92079.1	gb|AEO92079.1|ARO:3001483|OXA-205	ARO:3001483	Pseudomonas aeruginosa	1
AEK48094.1	gb|AEK48094.1|ARO:3001159|SHV-110	ARO:3001159	Klebsiella pneumoniae	1
ABF47914.1	gb|ABF47914.1|ARO:3001627|OXA-91	ARO:3001627	Acinetobacter baumannii	1
ABI63579.1	gb|ABI63579.1|ARO:3001412|OXA-17	ARO:3001412	Klebsiella pneumoniae	1
ABR10839.1	gb|ABR10839.1|ARO:3002586|AAC(6')-32	ARO:3002586	Pseudomonas aeruginosa	1
ACV32633.1	gb|ACV32633.1|ARO:3001170|SHV-123	ARO:3001170	Klebsiella pneumoniae	1
ABP88094.1	gb|ABP88094.1|ARO:3002723|QnrB9	ARO:3002723	Citrobacter freundii	1
CAA30695.1	gb|CAA30695.1|ARO:3002685|catIII	ARO:3002685	Plasmid R387	1
ABL67017.1	gb|ABL67017.1|ARO:3001823|ACT-3	ARO:3001823	Klebsiella pneumoniae	1
ABB89122.1	gb|ABB89122.1|ARO:3002861|dfrA5	ARO:3002861	Salmonella enterica subsp. enterica serovar Enteritidis	1
AGH08253.1	gb|AGH08253.1|ARO:3002803|QnrVC6	ARO:3002803	Vibrio parahaemolyticus	1
ACU00152.1	gb|ACU00152.1|ARO:3002086|CMY-73	ARO:3002086	Citrobacter freundii	1
CAD89606.1	gb|CAD89606.1|ARO:3001894|CTX-M-32	ARO:3001894	Escherichia coli	1
AAG45720.1	gb|AAG45720.1|ARO:3001405|OXA-10	ARO:3001405	Escherichia coli	1
AFU25656.1	gb|AFU25656.1|ARO:3002765|QnrB50	ARO:3002765	Citrobacter freundii	1
AAU89132.1	gb|AAU89132.1|ARO:3002365|PER-3	ARO:3002365	Aeromonas caviae	1
ADM52186.1	gb|ADM52186.1|ARO:3002742|QnrB27	ARO:3002742	Citrobacter braakii	1
ADW84690.1	gb|ADW84690.1|ARO:3002077|CMY-64	ARO:3002077	Escherichia coli	1
AHK10285.1	gb|AHK10285.1|ARO:3002859|dfrA14	ARO:3002859	Escherichia coli	1
AGU59995.1	gb|AGU59995.1|ARO:3002070|CMY-99	ARO:3002070	Proteus mirabilis	1
BAI83385.1	gb|BAI83385.1|ARO:3003440|mecB	ARO:3003440	Macrococcus caseolyticus	1
AAM34291.1	gb|AAM34291.1|ARO:3001419|OXA-24	ARO:3001419	Acinetobacter baumannii	1
CAA66730.1	gb|CAA66730.1|ARO:3001061|SHV-2A	ARO:3001061	Klebsiella pneumoniae	1
CAL85435.1	gb|CAL85435.1|ARO:3001439|OXA-101	ARO:3001439	Citrobacter freundii	1
AAF34337.1	gb|AAF34337.1|ARO:3001081|SHV-23	ARO:3001081	Klebsiella pneumoniae	1
ACH58980.1	gb|ACH58980.1|ARO:3002482|LRA-1	ARO:3002482	uncultured bacterium BLR1	1
ACI28880.1	gb|ACI28880.1|ARO:3002575|AAC(6')-Iai	ARO:3002575	Pseudomonas aeruginosa	1
ABC58727.1	gb|ABC58727.1|ARO:3001140|SHV-86	ARO:3001140	Klebsiella pneumoniae	1
ACI29346.1	gb|ACI29346.1|ARO:3001945|CTX-M-84	ARO:3001945	Salmonella enterica subsp. enterica serovar Derby	1
AAP69913.1	gb|AAP69913.1|ARO:3003101|cphA5	ARO:3003101	Aeromonas salmonicida	1
AAK32961.1	gb|AAK32961.1|ARO:3001879|CTX-M-16	ARO:3001879	Escherichia coli	1
ACK75961.1	gb|ACK75961.1|ARO:3002787|QnrC	ARO:3002787	Proteus mirabilis	1
CAH69530.1	gb|CAH69530.1|ARO:3001798|OXA-74	ARO:3001798	Pseudomonas aeruginosa	1
AHA49908.1	gb|AHA49908.1|ARO:3002382|SME-4	ARO:3002382	Serratia marcescens	1
AAU93796.1	gb|AAU93796.1|ARO:3000594|ErmR	ARO:3000594	Aeromicrobium erythreum	1
CAP60699.1	gb|CAP60699.1|ARO:3002049|CMY-38	ARO:3002049	Proteus mirabilis	1
AFC75524.1	gb|AFC75524.1|ARO:3001054|TEM-194	ARO:3001054	Acinetobacter baumannii	1
AAK63040.1	gb|AAK63040.1|ARO:3002635|APH(2'')-IIa	ARO:3002635	Escherichia coli	1
AHY20039.1	gb|AHY20039.1|ARO:3002009|CTX-M-152	ARO:3002009	Kluyvera sp. MRB7	1
AAL27442.1	gb|AAL27442.1|ARO:3002907|vanE	ARO:3002907	Enterococcus faecalis	1
AHA11125.1	gb|AHA11125.1|ARO:3001549|OXA-362	ARO:3001549	Acinetobacter lwoffii	1
CAB75346.1	gb|CAB75346.1|ARO:3000582|L1_BLA	ARO:3000582	Stenotrophomonas maltophilia	1
AIS67612.1	gb|AIS67612.1|ARO:3003164|CTX-M-156	ARO:3003164	Klebsiella pneumoniae	1
AAN39364.1	gb|AAN39364.1|ARO:3001103|SHV-45	ARO:3001103	Klebsiella pneumoniae	1
AAB53445.1	gb|AAB53445.1|ARO:3002897|SAT-4	ARO:3002897	Campylobacter coli	1
AAB41957.1	gb|AAB41957.1|ARO:3000801|MexD	ARO:3000801	Pseudomonas aeruginosa	1
AAP93922.1	gb|AAP93922.1|ARO:3000569|tet(41)	ARO:3000569	Serratia marcescens	1
AIY26289.1	gb|AIY26289.1|ARO:3003194|GIM-2	ARO:3003194	Enterobacter cloacae	1
AYV52072.1	gb|AYV52072.1|ARO:3002882|lmrD	ARO:3002882	Lactococcus lactis	1
ADM26744.1	gb|ADM26744.1|ARO:3001473|OXA-179	ARO:3001473	Acinetobacter baumannii	1
CBY88983.1	gb|CBY88983.1|ARO:3002833|vgaE	ARO:3002833	Staphylococcus aureus subsp. aureus ST398	1
CBL80615.1	gb|CBL80615.1|ARO:3001955|CTX-M-95	ARO:3001955	Kluyvera ascorbata	1
AFQ23960.1	gb|AFQ23960.1|ARO:3001193|SHV-154	ARO:3001193	Klebsiella pneumoniae	1
AEK48085.1	gb|AEK48085.1|ARO:3001056|TEM-197	ARO:3001056	Klebsiella pneumoniae	1
CAD80251.1	gb|CAD80251.1|ARO:3002204|IMP-13	ARO:3002204	Pseudomonas aeruginosa	1
ACV92002.1	gb|ACV92002.1|ARO:3001932|CTX-M-71	ARO:3001932	Klebsiella pneumoniae	1
ABB72225.1	gb|ABB72225.1|ARO:3001915|CTX-M-53	ARO:3001915	Salmonella enterica subsp. enterica serovar Westhampton	1
AAA23215.1	gb|AAA23215.1|ARO:3002687|catQ	ARO:3002687	Clostridium perfringens	1
AAA26775.1	gb|AAA26775.1|ARO:3003564|EXO-1	ARO:3003564	Streptomyces albus	1
AAF36804.1	gb|AAF36804.1|ARO:3002952|vanX_in_vanF_cl	ARO:3002952	Paenibacillus popilliae ATCC 14706	1
AAF86641.1	gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl	ARO:3002922	Enterococcus gallinarum	1
AAN63647.1	gb|AAN63647.1|ARO:3000843|MUS-1	ARO:3000843	Myroides odoratimimus	1
AAM09852.1	gb|AAM09852.1|ARO:3003070|vanX_in_vanD_cl	ARO:3003070	Enterococcus faecium	1
BAM10414.1	gb|BAM10414.1|ARO:3003039|OprA	ARO:3003039	Pseudomonas aeruginosa	1
AAL27446.1	gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl	ARO:3002935	Enterococcus faecalis	1
AFK73443.1	gb|AFK73443.1|ARO:3002091|CMY-78	ARO:3002091	Citrobacter freundii	1
AFR46588.1	gb|AFR46588.1|ARO:3002770|QnrB57	ARO:3002770	Citrobacter freundii	1
ACS44785.1	gb|ACS44785.1|ARO:3002189|MOX-7	ARO:3002189	Aeromonas caviae	1
AHW47897.1	gb|AHW47897.1|ARO:3002122|CMY-111	ARO:3002122	Serratia marcescens	1
CAJ32371.1	gb|CAJ32371.1|ARO:3001138|SHV-84	ARO:3001138	Escherichia coli	1
AIT76117.1	gb|AIT76117.1|ARO:3002179|MIR-14	ARO:3002179	Enterobacter asburiae	1
ADX07748.1	gb|ADX07748.1|ARO:3001664|OXA-203	ARO:3001664	Acinetobacter baumannii	1
BAD63613.1	gb|BAD63613.1|ARO:3002816|clbC	ARO:3002816	Alkalihalobacillus clausii KSM-K16	1
AAG06942.1	gb|AAG06942.1|ARO:3002985|arnA	ARO:3002985	Pseudomonas aeruginosa PAO1	1
AAY42633.1	gb|AAY42633.1|ARO:3001124|SHV-70	ARO:3001124	Enterobacter cloacae	1
AGU38146.1	gb|AGU38146.1|ARO:3001828|ACT-23	ARO:3001828	Enterobacter cloacae	1
AAZ23494.1	gb|AAZ23494.1|ARO:3001003|TEM-139	ARO:3001003	Klebsiella pneumoniae	1
AAZ95872.1	gb|AAZ95872.1|ARO:3001865|CTX-M-2	ARO:3001865	Escherichia coli	1
AIT76100.1	gb|AIT76100.1|ARO:3002152|DHA-21	ARO:3002152	Morganella morganii	1
CAD88477.1	gb|CAD88477.1|ARO:3002026|CMY-15	ARO:3002026	Proteus mirabilis	1
CAA39038.1	gb|CAA39038.1|ARO:3002553|AAC(6')-If	ARO:3002553	Enterobacter cloacae	1
BAD81061.1	gb|BAD81061.1|ARO:3002211|IMP-20	ARO:3002211	Pseudomonas aeruginosa	1
ABA71733.1	gb|ABA71733.1|ARO:3002972|vanT_in_vanG_cl	ARO:3002972	Enterococcus faecalis	1
ABA71727.1	gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	ARO:3002926	Enterococcus faecalis	1
AAA25293.1	gb|AAA25293.1|ARO:3000192|tet(S)	ARO:3000192	Listeria monocytogenes	1
CAA91010.1	gb|CAA91010.1|ARO:3002559|AAC(6')-Ip	ARO:3002559	Citrobacter freundii	1
ABN49113.1	gb|ABN49113.1|ARO:3001147|SHV-95	ARO:3001147	Citrobacter freundii	1
AAN05026.1	gb|AAN05026.1|ARO:3000980|TEM-117	ARO:3000980	Escherichia coli	1
ABO09821.1	gb|ABO09821.1|ARO:3001940|CTX-M-79	ARO:3001940	Escherichia coli	1
AAM92464.1	gb|AAM92464.1|ARO:3002594|AAC(6')-IIa	ARO:3002594	Salmonella enterica subsp. enterica serovar Typhi	1
CAJ19612.1	gb|CAJ19612.1|ARO:3002437|OKP-B-4	ARO:3002437	Klebsiella pneumoniae	1
CCE73593.2	gb|CCE73593.2|ARO:3001503|OXA-258	ARO:3001503	Achromobacter ruhlandii	1
AHL30275.1	gb|AHL30275.1|ARO:3001561|OXA-375	ARO:3001561	Acinetobacter baumannii	1
AAO59455.1	gb|AAO59455.1|ARO:3002247|CARB-8	ARO:3002247	Oligella urethralis	1
CAP12357.2	gb|CAP12357.2|ARO:3002450|OKP-B-17	ARO:3002450	Klebsiella pneumoniae	1
CAB46491.1	gb|CAB46491.1|ARO:3001815|ACC-1	ARO:3001815	Klebsiella pneumoniae	1
AAX14803.1	gb|AAX14803.1|ARO:3000782|adeK	ARO:3000782	Acinetobacter baumannii	1
AFK13828.1	gb|AFK13828.1|ARO:3000823|ramA	ARO:3000823	Enterobacter cloacae	1
AAM15527.1	gb|AAM15527.1|ARO:3000947|TEM-80	ARO:3000947	Enterobacter cloacae	1
AEZ49855.1	gb|AEZ49855.1|ARO:3002081|CMY-68	ARO:3002081	Citrobacter freundii	1
AHA80960.1	gb|AHA80960.1|ARO:3001388|TEM-211	ARO:3001388	Proteus mirabilis	1
AAZ78355.1	gb|AAZ78355.1|ARO:3002712|QnrA6	ARO:3002712	Proteus mirabilis	1
AAD03492.1	gb|AAD03492.1|ARO:3002564|AAC(6')-It	ARO:3002564	Acinetobacter genomosp. 16BJ	1
AAC32890.1	gb|AAC32890.1|ARO:3001868|CTX-M-5	ARO:3001868	Salmonella enterica subsp. enterica serovar Typhimurium	1
AEX59144.1	gb|AEX59144.1|ARO:3002347|GES-18	ARO:3002347	Pseudomonas aeruginosa	1
AAP40270.1	gb|AAP40270.1|ARO:3001671|OXA-49	ARO:3001671	Acinetobacter baumannii	1
AAV85981.1	gb|AAV85981.1|ARO:3000533|macA	ARO:3000533	Neisseria gonorrhoeae	1
CAA52372.1	gb|CAA52372.1|ARO:3002656|APH(4)-Ib	ARO:3002656	Burkholderia pseudomallei	1
ABG72894.1	gb|ABG72894.1|ARO:3002621|aadA24	ARO:3002621	Salmonella enterica subsp. enterica serovar Newport	1
AGL43628.1	gb|AGL43628.1|ARO:3002779|QnrB67	ARO:3002779	Citrobacter braakii	1
CAP12346.2	gb|CAP12346.2|ARO:3002465|LEN-18	ARO:3002465	Klebsiella pneumoniae	1
AAN04882.1	gb|AAN04882.1|ARO:3001098|SHV-40	ARO:3001098	Klebsiella pneumoniae	1
AAK15582.1	gb|AAK15582.1|ARO:3001428|OXA-34	ARO:3001428	Pseudomonas aeruginosa	1
ACQ99521.1	gb|ACQ99521.1|ARO:3001950|CTX-M-90	ARO:3001950	Salmonella sp. YLD3	1
AGU69255.1	gb|AGU69255.1|ARO:3001688|OXA-317	ARO:3001688	Acinetobacter baumannii	1
ABR18736.1	gb|ABR18736.1|ARO:3002042|CMY-31	ARO:3002042	Klebsiella pneumoniae	1
AAY85632.1	gb|AAY85632.1|ARO:3001006|TEM-143	ARO:3001006	Escherichia coli	1
AGW83451.1	gb|AGW83451.1|ARO:3001540|OXA-353	ARO:3001540	Acinetobacter calcoaceticus	1
AEL22919.1	gb|AEL22919.1|ARO:3002138|DHA-5	ARO:3002138	Morganella morganii	1
CAG25427.1	gb|CAG25427.1|ARO:3000999|TEM-135	ARO:3000999	Salmonella enterica subsp. enterica serovar Typhimurium	1
CAC17626.1	gb|CAC17626.1|ARO:3002519|OCH-6	ARO:3002519	Brucella anthropi	1
AHL39333.1	gb|AHL39333.1|ARO:3001848|ACT-28	ARO:3001848	Enterobacter cloacae	1
AAR92235.1	gb|AAR92235.1|ARO:3000602|Erm(39)	ARO:3000602	Mycolicibacterium fortuitum	1
AAD22636.1	gb|AAD22636.1|ARO:3002166|MIR-1	ARO:3002166	Klebsiella pneumoniae	1
BAO79518.1	gb|BAO79518.1|ARO:3003207|FosK	ARO:3003207	Acinetobacter soli	1
ADP37961.1	gb|ADP37961.1|ARO:3002068|CMY-57	ARO:3002068	Escherichia coli	1
BAF95849.1	gb|BAF95849.1|ARO:3001160|SHV-111	ARO:3001160	Klebsiella pneumoniae	1
ABY79006.1	gb|ABY79006.1|ARO:3001803|OXA-142	ARO:3001803	Pseudomonas aeruginosa	1
ABC17630.3	gb|ABC17630.3|ARO:3002718|QnrB4	ARO:3002718	Escherichia coli	1
AAN04881.1	gb|AAN04881.1|ARO:3000978|TEM-115	ARO:3000978	Klebsiella pneumoniae	1
BAM76830.1	gb|BAM76830.1|ARO:3002993|AQU-1	ARO:3002993	Aeromonas dhakensis	1
BAM62795.1	gb|BAM62795.1|ARO:3002232|IMP-41	ARO:3002232	Pseudomonas aeruginosa	1
BAA03402.1	gb|BAA03402.1|ARO:3001306|ErmW	ARO:3001306	Micromonospora griseorubida	1
AAW22056.1	gb|AAW22056.1|ARO:3001785|OXA-73	ARO:3001785	Klebsiella pneumoniae	1
AIT76095.1	gb|AIT76095.1|ARO:3001584|OXA-398	ARO:3001584	Acinetobacter baumannii	1
AFM55002.1	gb|AFM55002.1|ARO:3001693|OXA-230	ARO:3001693	Acinetobacter bereziniae	1
AAB58160.1	gb|AAB58160.1|ARO:3003009|ceoA	ARO:3003009	Burkholderia cepacia	1
CAA03986.1	gb|CAA03986.1|ARO:3000343|tap	ARO:3000343	Mycolicibacterium fortuitum	1
CCA61905.1	gb|CCA61905.1|ARO:3001375|TEM-184	ARO:3001375	Escherichia coli	1
BAM98942.1	gb|BAM98942.1|ARO:3002235|IMP-44	ARO:3002235	Pseudomonas aeruginosa	1
AAM18924.1	gb|AAM18924.1|ARO:3000964|TEM-101	ARO:3000964	Escherichia coli	1
CAB89086.1	gb|CAB89086.1|ARO:3002158|FOX-4	ARO:3002158	Escherichia coli	1
CAJ47128.2	gb|CAJ47128.2|ARO:3001127|SHV-73	ARO:3001127	Klebsiella pneumoniae	1
CAD32564.1	gb|CAD32564.1|ARO:3001769|OXA-42	ARO:3001769	Burkholderia pseudomallei	1
ABQ45409.1	gb|ABQ45409.1|ARO:3001927|CTX-M-66	ARO:3001927	Proteus mirabilis	1
AFH36330.1	gb|AFH36330.1|ARO:3001676|OXA-235	ARO:3001676	Acinetobacter baumannii	1
BAA12910.1	gb|BAA12910.1|ARO:3000318|mphB	ARO:3000318	Escherichia coli	1
AFQ23957.1	gb|AFQ23957.1|ARO:3001190|SHV-151	ARO:3001190	Klebsiella pneumoniae	1
AIG94927.1	gb|AIG94927.1|ARO:3001606|OXA-415	ARO:3001606	Pseudomonas aeruginosa	1
AAG29765.2	gb|AAG29765.2|ARO:3002260|IND-4	ARO:3002260	Chryseobacterium indologenes	1
AAA26683.1	gb|AAA26683.1|ARO:3002840|vatA	ARO:3002840	Staphylococcus aureus	1
BAP75641.1	gb|BAP75641.1|ARO:3002353|GES-24	ARO:3002353	Acinetobacter baumannii	1
AAA92254.1	gb|AAA92254.1|ARO:3002623|ANT(4')-Ia	ARO:3002623	Plasmid pTB913	1
BAA28282.1	gb|BAA28282.1|ARO:3001907|CTX-M-45	ARO:3001907	Escherichia coli	1
AAC98092.2	gb|AAC98092.2|ARO:3001075|SHV-16	ARO:3001075	Klebsiella pneumoniae	1
AAD22538.1	gb|AAD22538.1|ARO:3000922|TEM-53	ARO:3000922	Klebsiella pneumoniae	1
AGZ83155.1	gb|AGZ83155.1|ARO:3001546|OXA-359	ARO:3001546	Acinetobacter calcoaceticus	1
AAG15384.1	gb|AAG15384.1|ARO:3001086|SHV-28	ARO:3001086	Klebsiella pneumoniae	1
AHN07454.1	gb|AHN07454.1|ARO:3001526|OXA-338	ARO:3001526	Acinetobacter baumannii	1
AAC45805.1	gb|AAC45805.1|ARO:3002702|cmrA	ARO:3002702	Rhodococcus rhodochrous	1
ABM68358.1	gb|ABM68358.1|ARO:3002215|IMP-24	ARO:3002215	Serratia marcescens	1
AHA80104.1	gb|AHA80104.1|ARO:3002115|CMY-103	ARO:3002115	Citrobacter freundii	1
AEA37904.1	gb|AEA37904.1|ARO:3003112|lsaC	ARO:3003112	Streptococcus agalactiae	1
AEQ73520.1	gb|AEQ73520.1|ARO:3002209|IMP-18	ARO:3002209	Pseudomonas aeruginosa	1
BAN10684.1	gb|BAN10684.1|ARO:3001682|OXA-254	ARO:3001682	Acinetobacter baumannii	1
CAC86410.1	gb|CAC86410.1|ARO:3000599|Erm(33)	ARO:3000599	Mammaliicoccus sciuri	1
AFQ23954.1	gb|AFQ23954.1|ARO:3001187|SHV-148	ARO:3001187	Klebsiella pneumoniae	1
AHA41500.1	gb|AHA41500.1|ARO:3002913|vanO	ARO:3002913	Rhodococcus hoagii	1
AAL99990.1	gb|AAL99990.1|ARO:3001885|CTX-M-23	ARO:3001885	Escherichia coli	1
AHM76768.1	gb|AHM76768.1|ARO:3002106|CMY-93	ARO:3002106	Citrobacter freundii	1
BAA16547.1	gb|BAA16547.1|ARO:3000027|emrA	ARO:3000027	Escherichia coli str. K-12 substr. W3110	1
AGW16408.1	gb|AGW16408.1|ARO:3001514|OXA-326	ARO:3001514	Acinetobacter calcoaceticus	1
AAF36803.1	gb|AAF36803.1|ARO:3002908|vanF	ARO:3002908	Paenibacillus popilliae ATCC 14706	1
AEL00456.1	gb|AEL00456.1|ARO:3002750|QnrB35	ARO:3002750	Citrobacter freundii	1
AGW83449.1	gb|AGW83449.1|ARO:3001538|OXA-351	ARO:3001538	Acinetobacter calcoaceticus	1
ACF17980.1	gb|ACF17980.1|ARO:3002616|aadA16	ARO:3002616	Escherichia coli	1
AEA41876.1	gb|AEA41876.1|ARO:3000590|NDM-2	ARO:3000590	Acinetobacter baumannii	1
ABO33299.1	gb|ABO33299.1|ARO:3001647|OXA-97	ARO:3001647	Acinetobacter baumannii	1
AAR32651.1	gb|AAR32651.1|ARO:3001795|OXA-56	ARO:3001795	Pseudomonas aeruginosa	1
AAT48653.1	gb|AAT48653.1|ARO:3002284|VIM-14	ARO:3002284	Pseudomonas aeruginosa	1
ACN65418.1	gb|ACN65418.1|ARO:3002433|OKP-A-16	ARO:3002433	Klebsiella pneumoniae	1
